"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
19,106,"IDN","Indonesia",1,"Aceh",19,"Pidie","Kabupaten","Regency",NA,NA
20,106,"IDN","Indonesia",1,"Aceh",20,"Sabang","Kotamadya","Municipality",NA,"Kota Sabang"
21,106,"IDN","Indonesia",1,"Aceh",21,"Simeulue","Kabupaten","Regency",NA,NA
22,106,"IDN","Indonesia",2,"Bali",22,"Badung","Kabupaten","Regency",NA,NA
23,106,"IDN","Indonesia",2,"Bali",23,"Bangli","Kabupaten","Regency",NA,NA
24,106,"IDN","Indonesia",2,"Bali",24,"Buleleng","Kabupaten","Regency",NA,NA
25,106,"IDN","Indonesia",2,"Bali",25,"Denpasar","Kotamadya","Municipality",NA,"Kota Denpasar"
26,106,"IDN","Indonesia",2,"Bali",26,"Gianyar","Kabupaten","Regency",NA,NA
27,106,"IDN","Indonesia",2,"Bali",27,"Jembrana","Kabupaten","Regency",NA,NA
28,106,"IDN","Indonesia",2,"Bali",28,"Karang Asem","Kabupaten","Regency",NA,"Karangasem"
29,106,"IDN","Indonesia",2,"Bali",29,"Klungkung","Kabupaten","Regency",NA,NA
30,106,"IDN","Indonesia",2,"Bali",30,"Tabanan","Kabupaten","Regency",NA,NA
31,106,"IDN","Indonesia",3,"Bangka-Belitung",31,"Bangka Barat","Kabupaten","Regency",NA,"Belitung"
32,106,"IDN","Indonesia",3,"Bangka-Belitung",32,"Bangka Selatan","Kabupaten","Regency",NA,"South Bangka"
33,106,"IDN","Indonesia",3,"Bangka-Belitung",33,"Bangka Tengah","Kabupaten","Regency",NA,"Central Bangka"
34,106,"IDN","Indonesia",3,"Bangka-Belitung",34,"Bangka","Kabupaten","Regency",NA,NA
35,106,"IDN","Indonesia",3,"Bangka-Belitung",35,"Belitung Timur","Kabupaten","Regency",NA,"East Belitung"
36,106,"IDN","Indonesia",3,"Bangka-Belitung",36,"Belitung","Kabupaten","Regency",NA,NA
37,106,"IDN","Indonesia",3,"Bangka-Belitung",37,"Pangkal Pinang","Kotamadya","Municipality",NA,"Kota Pangkal Pinang|Pangkal Pingang"
38,106,"IDN","Indonesia",4,"Banten",38,"Cilegon","Kotamadya","Municipality",NA,"Kota Cilegon"
39,106,"IDN","Indonesia",4,"Banten",39,"Kota Tangerang","Kotamadya","Municipality",NA,NA
40,106,"IDN","Indonesia",4,"Banten",40,"Lebak","Kabupaten","Regency",NA,NA
41,106,"IDN","Indonesia",4,"Banten",41,"Pandeglang","Kabupaten","Regency",NA,NA
42,106,"IDN","Indonesia",4,"Banten",42,"Serang","Kabupaten","Regency",NA,NA
43,106,"IDN","Indonesia",4,"Banten",43,"Tangerang","Kabupaten","Regency",NA,NA
44,106,"IDN","Indonesia",5,"Bengkulu",44,"Bengkulu Selatan","Kabupaten","Regency",NA,"South Bengkulu"
45,106,"IDN","Indonesia",5,"Bengkulu",45,"Bengkulu Utara","Kabupaten","Regency",NA,"North Bengkulu"
46,106,"IDN","Indonesia",5,"Bengkulu",46,"Bengkulu","Kotamadya","Municipality",NA,"Kota Bengkulu"
47,106,"IDN","Indonesia",5,"Bengkulu",47,"Kaur","Kabupaten","Regency",NA,NA
48,106,"IDN","Indonesia",5,"Bengkulu",48,"Kepahiang","Kabupaten","Regency",NA,NA
49,106,"IDN","Indonesia",5,"Bengkulu",49,"Lebong","Kabupaten","Regency",NA,NA
50,106,"IDN","Indonesia",5,"Bengkulu",50,"Mukomuko","Kabupaten","Regency",NA,"Muko Muko"
51,106,"IDN","Indonesia",5,"Bengkulu",51,"Rejang Lebong","Kabupaten","Regency",NA,NA
52,106,"IDN","Indonesia",5,"Bengkulu",52,"Seluma","Kabupaten","Regency",NA,NA
53,106,"IDN","Indonesia",6,"Gorontalo",53,"Boalemo","Kabupaten","Regency",NA,NA
54,106,"IDN","Indonesia",6,"Gorontalo",54,"Bone Bolango","Kabupaten","Regency",NA,NA
55,106,"IDN","Indonesia",6,"Gorontalo",55,"Gorontalo","City","City",NA,NA
56,106,"IDN","Indonesia",6,"Gorontalo",56,"Gorontalo","Kabupaten","Regency",NA,NA
57,106,"IDN","Indonesia",6,"Gorontalo",57,"Pohuwato","Kabupaten","Regency",NA,NA
58,106,"IDN","Indonesia",7,"Irian Jaya Barat",58,"Fak-Fak","Kabupaten","Regency",NA,NA
59,106,"IDN","Indonesia",7,"Irian Jaya Barat",59,"Kaimana","Kabupaten","Regency",NA,NA
60,106,"IDN","Indonesia",7,"Irian Jaya Barat",60,"Kota Sorong","Kotamadya","Municipality",NA,"Sorong"
61,106,"IDN","Indonesia",7,"Irian Jaya Barat",61,"Manokwari","Kabupaten","Regency",NA,NA
62,106,"IDN","Indonesia",7,"Irian Jaya Barat",62,"Raja Ampat","Kabupaten","Regency",NA,NA
63,106,"IDN","Indonesia",7,"Irian Jaya Barat",63,"Sorong Selatan","Kotamadya","Municipality",NA,NA
64,106,"IDN","Indonesia",7,"Irian Jaya Barat",64,"Sorong","Kotamadya","Municipality",NA,NA
65,106,"IDN","Indonesia",7,"Irian Jaya Barat",65,"Teluk Bintuni","Kabupaten","Regency",NA,NA
66,106,"IDN","Indonesia",7,"Irian Jaya Barat",66,"Teluk Wondama","Kabupaten","Regency",NA,NA
67,106,"IDN","Indonesia",8,"Jakarta Raya",67,"Admin. Kepulauan Seribu","Kabupaten","Regency",NA,"Kepulauan Seribu"
68,106,"IDN","Indonesia",8,"Jakarta Raya",68,"Jakarta Barat","Kotamadya","Municipality",NA,"Kota Jakarta Barat| West Jakarta"
69,106,"IDN","Indonesia",8,"Jakarta Raya",69,"Jakarta Pusat","Kotamadya","Municipality",NA,"Kota Jakarta Pusat| Central Jakarta"
70,106,"IDN","Indonesia",8,"Jakarta Raya",70,"Jakarta Selatan","Kotamadya","Municipality",NA,"Kota Jakarta Selatan| South Jakarta"
71,106,"IDN","Indonesia",8,"Jakarta Raya",71,"Jakarta Timur","Kotamadya","Municipality",NA,"Kota Jakarta Timur| East Jakarta"
72,106,"IDN","Indonesia",8,"Jakarta Raya",72,"Jakarta Utara","Kotamadya","Municipality",NA,"Kota Jakarta Utara| North Jakarta"
73,106,"IDN","Indonesia",9,"Jambi",73,"Batang Hari","Kabupaten","Regency",NA,"Batanghari"
74,106,"IDN","Indonesia",9,"Jambi",74,"Bungo","Kabupaten","Regency",NA,"Bungo Tebo"
75,106,"IDN","Indonesia",9,"Jambi",75,"Jambi","Kotamadya","Municipality",NA,"Kota Jambi"
76,106,"IDN","Indonesia",9,"Jambi",76,"Kerinci","Kabupaten","Regency",NA,NA
77,106,"IDN","Indonesia",9,"Jambi",77,"Merangin","Kabupaten","Regency",NA,"Sarolangon Bangko|Sarolangun Bangko"
78,106,"IDN","Indonesia",9,"Jambi",78,"Muaro Jambi","Kabupaten","Regency",NA,"Muara Jambi"
79,106,"IDN","Indonesia",9,"Jambi",79,"Sarolangun","Kabupaten","Regency",NA,NA
80,106,"IDN","Indonesia",9,"Jambi",80,"Tanjung Jabung Barat","Kabupaten","Regency",NA,"Tanjung Jabung|West Tanjung Jabung"
81,106,"IDN","Indonesia",9,"Jambi",81,"Tanjung Jabung Timur","Kabupaten","Regency",NA,"West Tanjung Jabung"
82,106,"IDN","Indonesia",9,"Jambi",82,"Tebo","Kabupaten","Regency",NA,NA
83,106,"IDN","Indonesia",10,"Jawa Barat",83,"Bandung","Kabupaten","Regency",NA,NA
84,106,"IDN","Indonesia",10,"Jawa Barat",84,"Banjar","Kotamadya","Municipality",NA,"Kota Banjar"
85,106,"IDN","Indonesia",10,"Jawa Barat",85,"Bekasi","Kabupaten","Regency",NA,NA
86,106,"IDN","Indonesia",10,"Jawa Barat",86,"Bogor","Kabupaten","Regency",NA,NA
87,106,"IDN","Indonesia",10,"Jawa Barat",87,"Ciamis","Kabupaten","Regency",NA,NA
88,106,"IDN","Indonesia",10,"Jawa Barat",88,"Cianjur","Kabupaten","Regency",NA,NA
89,106,"IDN","Indonesia",10,"Jawa Barat",89,"Cimahi","Kotamadya","Municipality",NA,"Kota Cimahi"
90,106,"IDN","Indonesia",10,"Jawa Barat",90,"Cirebon","Kabupaten","Regency",NA,NA
91,106,"IDN","Indonesia",10,"Jawa Barat",91,"Depok","Kotamadya","Municipality",NA,"Kota Depok"
92,106,"IDN","Indonesia",10,"Jawa Barat",92,"Garut","Kabupaten","Regency",NA,NA
93,106,"IDN","Indonesia",10,"Jawa Barat",93,"Indramayu","Kabupaten","Regency",NA,NA
94,106,"IDN","Indonesia",10,"Jawa Barat",94,"Karawang","Kabupaten","Regency",NA,NA
95,106,"IDN","Indonesia",10,"Jawa Barat",95,"Kota Bandung","Kotamadya","Municipality",NA,NA
96,106,"IDN","Indonesia",10,"Jawa Barat",96,"Kota Bekasi","Kotamadya","Municipality",NA,NA
97,106,"IDN","Indonesia",10,"Jawa Barat",97,"Kota Bogor","Kotamadya","Municipality",NA,NA
98,106,"IDN","Indonesia",10,"Jawa Barat",98,"Kota Cirebon","Kotamadya","Municipality",NA,NA
99,106,"IDN","Indonesia",10,"Jawa Barat",99,"Kota Sukabumi","Kotamadya","Municipality",NA,NA
100,106,"IDN","Indonesia",10,"Jawa Barat",100,"Kota Tasikmalaya","Kotamadya","Municipality",NA,NA
101,106,"IDN","Indonesia",10,"Jawa Barat",101,"Kuningan","Kabupaten","Regency",NA,NA
102,106,"IDN","Indonesia",10,"Jawa Barat",102,"Majalengka","Kabupaten","Regency",NA,NA
103,106,"IDN","Indonesia",10,"Jawa Barat",103,"Purwakarta","Kabupaten","Regency",NA,NA
104,106,"IDN","Indonesia",10,"Jawa Barat",104,"Subang","Kabupaten","Regency",NA,NA
105,106,"IDN","Indonesia",10,"Jawa Barat",105,"Sukabumi","Kabupaten","Regency",NA,NA
106,106,"IDN","Indonesia",10,"Jawa Barat",106,"Sumedang","Kabupaten","Regency",NA,NA
107,106,"IDN","Indonesia",10,"Jawa Barat",107,"Tasikmalaya","Kabupaten","Regency",NA,NA
108,106,"IDN","Indonesia",11,"Jawa Tengah",108,"Banjarnegara","Kabupaten","Regency",NA,NA
109,106,"IDN","Indonesia",11,"Jawa Tengah",109,"Banyumas","Kabupaten","Regency",NA,NA
110,106,"IDN","Indonesia",11,"Jawa Tengah",110,"Batang","Kabupaten","Regency",NA,NA
111,106,"IDN","Indonesia",11,"Jawa Tengah",111,"Blora","Kabupaten","Regency",NA,NA
112,106,"IDN","Indonesia",11,"Jawa Tengah",112,"Boyolali","Kabupaten","Regency",NA,NA
113,106,"IDN","Indonesia",11,"Jawa Tengah",113,"Brebes","Kabupaten","Regency",NA,NA
114,106,"IDN","Indonesia",11,"Jawa Tengah",114,"Cilacap","Kabupaten","Regency",NA,NA
115,106,"IDN","Indonesia",11,"Jawa Tengah",115,"Demak","Kabupaten","Regency",NA,NA
116,106,"IDN","Indonesia",11,"Jawa Tengah",116,"Grobogan","Kabupaten","Regency",NA,"Grobogan/Purwodadi"
117,106,"IDN","Indonesia",11,"Jawa Tengah",117,"Jepara","Kabupaten","Regency",NA,NA
118,106,"IDN","Indonesia",11,"Jawa Tengah",118,"Karanganyar","Kabupaten","Regency",NA,NA
119,106,"IDN","Indonesia",11,"Jawa Tengah",119,"Kebumen","Kabupaten","Regency",NA,NA
120,106,"IDN","Indonesia",11,"Jawa Tengah",120,"Kendal","Kabupaten","Regency",NA,NA
121,106,"IDN","Indonesia",11,"Jawa Tengah",121,"Klaten","Kabupaten","Regency",NA,NA
122,106,"IDN","Indonesia",11,"Jawa Tengah",122,"Kota Magelang","Kotamadya","Municipality",NA,NA
123,106,"IDN","Indonesia",11,"Jawa Tengah",123,"Kota Pekalongan","Kotamadya","Municipality",NA,"Pekalongan City"
124,106,"IDN","Indonesia",11,"Jawa Tengah",124,"Kota Semarang","Kotamadya","Municipality",NA,NA
125,106,"IDN","Indonesia",11,"Jawa Tengah",125,"Kota Tegal","Kotamadya","Municipality",NA,NA
126,106,"IDN","Indonesia",11,"Jawa Tengah",126,"Kudus","Kabupaten","Regency",NA,NA
127,106,"IDN","Indonesia",11,"Jawa Tengah",127,"Magelang","Kabupaten","Regency",NA,NA
128,106,"IDN","Indonesia",11,"Jawa Tengah",128,"Pati","Kabupaten","Regency",NA,NA
129,106,"IDN","Indonesia",11,"Jawa Tengah",129,"Pekalongan","Kabupaten","Regency",NA,NA
130,106,"IDN","Indonesia",11,"Jawa Tengah",130,"Pemalang","Kabupaten","Regency",NA,NA
131,106,"IDN","Indonesia",11,"Jawa Tengah",131,"Purbalingga","Kabupaten","Regency",NA,NA
132,106,"IDN","Indonesia",11,"Jawa Tengah",132,"Purwokerto","Kabupaten","Regency",NA,NA
133,106,"IDN","Indonesia",11,"Jawa Tengah",133,"Purworejo","Kabupaten","Regency",NA,NA
134,106,"IDN","Indonesia",11,"Jawa Tengah",134,"Rembang","Kabupaten","Regency",NA,NA
135,106,"IDN","Indonesia",11,"Jawa Tengah",135,"Salatiga","Kotamadya","Municipality",NA,"Kota Salatiga"
136,106,"IDN","Indonesia",11,"Jawa Tengah",136,"Semarang","Kabupaten","Regency",NA,NA
137,106,"IDN","Indonesia",11,"Jawa Tengah",137,"Sragen","Kabupaten","Regency",NA,NA
138,106,"IDN","Indonesia",11,"Jawa Tengah",138,"Sukoharjo","Kabupaten","Regency",NA,NA
139,106,"IDN","Indonesia",11,"Jawa Tengah",139,"Surakarta","Kotamadya","Municipality",NA,"Kota Surakarta"
140,106,"IDN","Indonesia",11,"Jawa Tengah",140,"Tegal","Kabupaten","Regency",NA,NA
141,106,"IDN","Indonesia",11,"Jawa Tengah",141,"Temanggung","Kabupaten","Regency",NA,NA
142,106,"IDN","Indonesia",11,"Jawa Tengah",142,"Wonogiri","Kabupaten","Regency",NA,NA
143,106,"IDN","Indonesia",11,"Jawa Tengah",143,"Wonosobo","Kabupaten","Regency",NA,NA
144,106,"IDN","Indonesia",12,"Jawa Timur",144,"Bangkalan","Kabupaten","Regency",NA,NA
145,106,"IDN","Indonesia",12,"Jawa Timur",145,"Banyuwangi","Kabupaten","Regency",NA,NA
146,106,"IDN","Indonesia",12,"Jawa Timur",146,"Batu","Kotamadya","Municipality",NA,"Kota Batu"
147,106,"IDN","Indonesia",12,"Jawa Timur",147,"Blitar
","Kabupaten","Regency",NA,NA
148,106,"IDN","Indonesia",12,"Jawa Timur",148,"Blitar","Kotamadya","Municipality",NA,NA
149,106,"IDN","Indonesia",12,"Jawa Timur",149,"Bojonegoro","Kabupaten","Regency",NA,NA
150,106,"IDN","Indonesia",12,"Jawa Timur",150,"Bondowoso","Kabupaten","Regency",NA,NA
151,106,"IDN","Indonesia",12,"Jawa Timur",151,"Gresik","Kabupaten","Regency",NA,NA
152,106,"IDN","Indonesia",12,"Jawa Timur",152,"Jember","Kabupaten","Regency",NA,NA
153,106,"IDN","Indonesia",12,"Jawa Timur",153,"Jember","Kotamadya","Municipality",NA,NA
154,106,"IDN","Indonesia",12,"Jawa Timur",154,"Jombang","Kabupaten","Regency",NA,NA
155,106,"IDN","Indonesia",12,"Jawa Timur",155,"Kediri","Kabupaten","Regency",NA,NA
156,106,"IDN","Indonesia",12,"Jawa Timur",156,"Kediri","Kotamadya","Municipality",NA,NA
157,106,"IDN","Indonesia",12,"Jawa Timur",157,"Lamongan","Kabupaten","Regency",NA,NA
158,106,"IDN","Indonesia",12,"Jawa Timur",158,"Lumajang","Kabupaten","Regency",NA,NA
159,106,"IDN","Indonesia",12,"Jawa Timur",159,"Madiun","Kabupaten","Regency",NA,NA
160,106,"IDN","Indonesia",12,"Jawa Timur",160,"Madiun","Kotamadya","Municipality",NA,NA
161,106,"IDN","Indonesia",12,"Jawa Timur",161,"Magetan","Kabupaten","Regency",NA,NA
162,106,"IDN","Indonesia",12,"Jawa Timur",162,"Malang","Kabupaten","Regency",NA,NA
163,106,"IDN","Indonesia",12,"Jawa Timur",163,"Malang","Kotamadya","Municipality",NA,NA
164,106,"IDN","Indonesia",12,"Jawa Timur",164,"Mojokerto","Kabupaten","Regency",NA,NA
165,106,"IDN","Indonesia",12,"Jawa Timur",165,"Mojokerto","Kotamadya","Municipality",NA,NA
166,106,"IDN","Indonesia",12,"Jawa Timur",166,"Nganjuk","Kabupaten","Regency",NA,NA
167,106,"IDN","Indonesia",12,"Jawa Timur",167,"Ngawi","Kabupaten","Regency",NA,NA
168,106,"IDN","Indonesia",12,"Jawa Timur",168,"Pacitan","Kabupaten","Regency",NA,NA
169,106,"IDN","Indonesia",12,"Jawa Timur",169,"Pamekasan","Kabupaten","Regency",NA,NA
170,106,"IDN","Indonesia",12,"Jawa Timur",170,"Pasuruan","Kabupaten","Regency",NA,NA
171,106,"IDN","Indonesia",12,"Jawa Timur",171,"Pasuruan","Kotamadya","Municipality",NA,NA
172,106,"IDN","Indonesia",12,"Jawa Timur",172,"Ponorogo","Kabupaten","Regency",NA,NA
173,106,"IDN","Indonesia",12,"Jawa Timur",173,"Probolinggo","Kabupaten","Regency",NA,NA
174,106,"IDN","Indonesia",12,"Jawa Timur",174,"Probolinggo","Kotamadya","Municipality",NA,NA
175,106,"IDN","Indonesia",12,"Jawa Timur",175,"Sampang","Kabupaten","Regency",NA,NA
176,106,"IDN","Indonesia",12,"Jawa Timur",176,"Sidoarjo","Kabupaten","Regency",NA,NA
177,106,"IDN","Indonesia",12,"Jawa Timur",177,"Situbondo","Kabupaten","Regency",NA,NA
178,106,"IDN","Indonesia",12,"Jawa Timur",178,"Sumenep","Kabupaten","Regency",NA,NA
179,106,"IDN","Indonesia",12,"Jawa Timur",179,"Surabaya","Kotamadya","Municipality",NA,NA
180,106,"IDN","Indonesia",12,"Jawa Timur",180,"Trenggalek","Kabupaten","Regency",NA,NA
181,106,"IDN","Indonesia",12,"Jawa Timur",181,"Tuban","Kabupaten","Regency",NA,NA
182,106,"IDN","Indonesia",12,"Jawa Timur",182,"Tulungagung","Kabupaten","Regency",NA,NA
183,106,"IDN","Indonesia",13,"Kalimantan Barat",183,"Bengkayang","Kabupaten","Regency",NA,NA
184,106,"IDN","Indonesia",13,"Kalimantan Barat",184,"Kapuas Hulu","Kabupaten","Regency",NA,NA
185,106,"IDN","Indonesia",13,"Kalimantan Barat",185,"Ketapang","Kabupaten","Regency",NA,NA
186,106,"IDN","Indonesia",13,"Kalimantan Barat",186,"Landak","Kabupaten","Regency",NA,NA
187,106,"IDN","Indonesia",13,"Kalimantan Barat",187,"Melawi","Kabupaten","Regency",NA,NA
188,106,"IDN","Indonesia",13,"Kalimantan Barat",188,"Pontianak","Kabupaten","Regency",NA,NA
189,106,"IDN","Indonesia",13,"Kalimantan Barat",189,"Pontianak","Kotamadya","Municipality",NA,"Pontianak City"
190,106,"IDN","Indonesia",13,"Kalimantan Barat",190,"Sambas","Kabupaten","Regency",NA,NA
191,106,"IDN","Indonesia",13,"Kalimantan Barat",191,"Sanggau","Kabupaten","Regency",NA,NA
192,106,"IDN","Indonesia",13,"Kalimantan Barat",192,"Sekadau","Kabupaten","Regency",NA,NA
193,106,"IDN","Indonesia",13,"Kalimantan Barat",193,"Singkawang","Kotamadya","Municipality",NA,"Kota Singkawang"
194,106,"IDN","Indonesia",13,"Kalimantan Barat",194,"Sintang","Kabupaten","Regency",NA,NA
195,106,"IDN","Indonesia",14,"Kalimantan Selatan",195,"Balangan","Kabupaten","Regency",NA,NA
196,106,"IDN","Indonesia",14,"Kalimantan Selatan",196,"Banjar Baru","Kotamadya","Municipality",NA,"Kota Banjar Baru|Bajarbaru"
197,106,"IDN","Indonesia",14,"Kalimantan Selatan",197,"Banjar","Kotamadya","Municipality",NA,"Kota Banjar"
198,106,"IDN","Indonesia",14,"Kalimantan Selatan",198,"Banjarmasin","Kotamadya","Municipality",NA,"Kota Banjarmasin"
199,106,"IDN","Indonesia",14,"Kalimantan Selatan",199,"Barito Kuala","Kabupaten","Regency",NA,"Barito Utara"
200,106,"IDN","Indonesia",14,"Kalimantan Selatan",200,"Hulu Sungai Selatan","Kabupaten","Regency",NA,NA
201,106,"IDN","Indonesia",14,"Kalimantan Selatan",201,"Hulu Sungai Tengah","Kabupaten","Regency",NA,NA
202,106,"IDN","Indonesia",14,"Kalimantan Selatan",202,"Hulu Sungai Utara","Kabupaten","Regency",NA,NA
203,106,"IDN","Indonesia",14,"Kalimantan Selatan",203,"Kota Baru","Kabupaten","Regency",NA,NA
204,106,"IDN","Indonesia",14,"Kalimantan Selatan",204,"n.a. ( 202)","Unknown","Unknown",NA,NA
205,106,"IDN","Indonesia",14,"Kalimantan Selatan",205,"Tabalong","Kabupaten","Regency",NA,NA
206,106,"IDN","Indonesia",14,"Kalimantan Selatan",206,"Tanah Bumbu","Kabupaten","Regency",NA,NA
207,106,"IDN","Indonesia",14,"Kalimantan Selatan",207,"Tanah Laut","Kabupaten","Regency",NA,NA
208,106,"IDN","Indonesia",14,"Kalimantan Selatan",208,"Tapin","Kabupaten","Regency",NA,NA
209,106,"IDN","Indonesia",15,"Kalimantan Tengah",209,"Barito Selatan","Kabupaten","Regency",NA,NA
210,106,"IDN","Indonesia",15,"Kalimantan Tengah",210,"Barito Timur","Kabupaten","Regency",NA,NA
211,106,"IDN","Indonesia",15,"Kalimantan Tengah",211,"Barito Utara","Kabupaten","Regency",NA,NA
212,106,"IDN","Indonesia",15,"Kalimantan Tengah",212,"Gunung Mas","Kabupaten","Regency",NA,NA
213,106,"IDN","Indonesia",15,"Kalimantan Tengah",213,"Kapuas","Kabupaten","Regency",NA,NA
214,106,"IDN","Indonesia",15,"Kalimantan Tengah",214,"Katingan","Kabupaten","Regency",NA,NA
215,106,"IDN","Indonesia",15,"Kalimantan Tengah",215,"Kotawaringin Barat","Kabupaten","Regency",NA,NA
216,106,"IDN","Indonesia",15,"Kalimantan Tengah",216,"Kotawaringin Timur","Kabupaten","Regency",NA,NA
217,106,"IDN","Indonesia",15,"Kalimantan Tengah",217,"Lamandau","Kabupaten","Regency",NA,NA
218,106,"IDN","Indonesia",15,"Kalimantan Tengah",218,"Murung Raya","Kabupaten","Regency",NA,NA
219,106,"IDN","Indonesia",15,"Kalimantan Tengah",219,"Palangka Raya","Kotamadya","Municipality",NA,"Kota Palangka Raya"
220,106,"IDN","Indonesia",15,"Kalimantan Tengah",220,"Pulang Pisau","Kabupaten","Regency",NA,"Pulau Pisau"
221,106,"IDN","Indonesia",15,"Kalimantan Tengah",221,"Seruyan","Kabupaten","Regency",NA,NA
222,106,"IDN","Indonesia",15,"Kalimantan Tengah",222,"Sukamara","Kabupaten","Regency",NA,NA
223,106,"IDN","Indonesia",16,"Kalimantan Timur",223,"Balikpapan","Kotamadya","Municipality",NA,"Kota Balikpapan"
224,106,"IDN","Indonesia",16,"Kalimantan Timur",224,"Berau","Kabupaten","Regency",NA,NA
225,106,"IDN","Indonesia",16,"Kalimantan Timur",225,"Bontang","Kotamadya","Municipality",NA,"Kota Bontang"
226,106,"IDN","Indonesia",16,"Kalimantan Timur",226,"Kutai Barat","Kabupaten","Regency",NA,"West Kutai"
227,106,"IDN","Indonesia",16,"Kalimantan Timur",227,"Kutai Kartanegara","Kabupaten","Regency",NA,"Kutai Kertanegara|Kutai"
228,106,"IDN","Indonesia",16,"Kalimantan Timur",228,"Kutai Timur","Kabupaten","Regency",NA,"East Kutai"
229,106,"IDN","Indonesia",16,"Kalimantan Timur",229,"Pasir","Kabupaten","Regency",NA,NA
230,106,"IDN","Indonesia",16,"Kalimantan Timur",230,"Penajam Paser Utara","Kabupaten","Regency",NA,NA
231,106,"IDN","Indonesia",16,"Kalimantan Timur",231,"Samarinda","Kotamadya","Municipality",NA,"Kota Samarinda"
232,106,"IDN","Indonesia",16,"Kalimantan Timur",232,"Tarakan","Kotamadya","Municipality",NA,"Kota Tarakan"
233,106,"IDN","Indonesia",17,"Kalimantan Utara",233,"Bulongan","Kabupaten","Regency",NA,"Bulungan"
234,106,"IDN","Indonesia",17,"Kalimantan Utara",234,"Malinau","Kabupaten","Regency",NA,NA
235,106,"IDN","Indonesia",17,"Kalimantan Utara",235,"Nunukan","Kabupaten","Regency",NA,NA
236,106,"IDN","Indonesia",18,"Kepulauan Riau",236,"Batam","Kotamadya","Municipality",NA,"Kota Batam"
237,106,"IDN","Indonesia",18,"Kepulauan Riau",237,"Karimun","Kabupaten","Regency",NA,NA
238,106,"IDN","Indonesia",18,"Kepulauan Riau",238,"Kepulauan Riau","Kabupaten","Regency",NA,NA
239,106,"IDN","Indonesia",18,"Kepulauan Riau",239,"Lingga","Kotamadya","Municipality",NA,NA
240,106,"IDN","Indonesia",18,"Kepulauan Riau",240,"Natuna","Kabupaten","Regency",NA,NA
241,106,"IDN","Indonesia",18,"Kepulauan Riau",241,"Tanjung Pinang","Kotamadya","Municipality",NA,"Kota Tanjung Pinang"
242,106,"IDN","Indonesia",19,"Lampung",242,"Bandar Lampung","Kotamadya","Municipality",NA,"Kota Bandar Lampung"
243,106,"IDN","Indonesia",19,"Lampung",243,"Lampung Barat","Kabupaten","Regency",NA,"West Lampung"
244,106,"IDN","Indonesia",19,"Lampung",244,"Lampung Selatan","Kabupaten","Regency",NA,"South Lampung"
245,106,"IDN","Indonesia",19,"Lampung",245,"Lampung Tengah","Kabupaten","Regency",NA,"Central Lampung"
246,106,"IDN","Indonesia",19,"Lampung",246,"Lampung Timur","Kabupaten","Regency",NA,"East Lampung"
247,106,"IDN","Indonesia",19,"Lampung",247,"Lampung Utara","Kabupaten","Regency",NA,"North Lampung"
248,106,"IDN","Indonesia",19,"Lampung",248,"Metro","Kotamadya","Municipality",NA,"Kota Metro"
